2026-08-06 00:00:11.177 | INFO     | app.services.tasks:heartbeat:9 - QuantFlow scheduler heartbeat
2026-08-06 00:00:19.935 | INFO     | app.main:lifespan:37 - QuantFlow stopped
2026-08-06 00:00:21.707 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'ema' (EMACrossoverStrategy)
2026-08-06 00:00:21.712 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'mean_reversion' (MeanReversionStrategy)
2026-08-06 00:00:21.713 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'orb' (ORBStrategy)
2026-08-06 00:00:21.714 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'rsi' (RSIPullbackStrategy)
2026-08-06 00:00:21.715 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'supertrend' (SupertrendStrategy)
2026-08-06 00:00:21.717 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwapreversal' (VWAPReversalStrategy)
2026-08-06 00:00:21.719 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwap' (VWAPStrategy)
2026-08-06 00:00:21.719 | INFO     | app.paper.live_engine:recover_session:365 - Recovered live paper session state: STOPPED
2026-08-06 00:00:21.719 | INFO     | app.main:lifespan:30 - Live paper session recovered successfully
2026-08-06 00:00:21.720 | INFO     | app.main:lifespan:32 - QuantFlow 0.1.0 started
2026-08-06 00:00:31.016 | INFO     | app.main:lifespan:37 - QuantFlow stopped
2026-08-06 00:00:32.655 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'ema' (EMACrossoverStrategy)
2026-08-06 00:00:32.657 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'mean_reversion' (MeanReversionStrategy)
2026-08-06 00:00:32.658 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'orb' (ORBStrategy)
2026-08-06 00:00:32.658 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'rsi' (RSIPullbackStrategy)
2026-08-06 00:00:32.659 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'supertrend' (SupertrendStrategy)
2026-08-06 00:00:32.661 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwapreversal' (VWAPReversalStrategy)
2026-08-06 00:00:32.662 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwap' (VWAPStrategy)
2026-08-06 00:00:32.662 | INFO     | app.paper.live_engine:recover_session:365 - Recovered live paper session state: STOPPED
2026-08-06 00:00:32.662 | INFO     | app.main:lifespan:30 - Live paper session recovered successfully
2026-08-06 00:00:32.662 | INFO     | app.main:lifespan:32 - QuantFlow 0.1.0 started
2026-08-06 00:00:42.837 | INFO     | app.main:lifespan:37 - QuantFlow stopped
2026-08-06 00:00:44.886 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'ema' (EMACrossoverStrategy)
2026-08-06 00:00:44.888 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'mean_reversion' (MeanReversionStrategy)
2026-08-06 00:00:44.889 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'orb' (ORBStrategy)
2026-08-06 00:00:44.890 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'rsi' (RSIPullbackStrategy)
2026-08-06 00:00:44.890 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'supertrend' (SupertrendStrategy)
2026-08-06 00:00:44.892 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwapreversal' (VWAPReversalStrategy)
2026-08-06 00:00:44.892 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwap' (VWAPStrategy)
2026-08-06 00:00:44.893 | INFO     | app.paper.live_engine:recover_session:365 - Recovered live paper session state: STOPPED
2026-08-06 00:00:44.893 | INFO     | app.main:lifespan:30 - Live paper session recovered successfully
2026-08-06 00:00:44.893 | INFO     | app.main:lifespan:32 - QuantFlow 0.1.0 started
2026-08-06 00:01:21.502 | INFO     | app.main:lifespan:37 - QuantFlow stopped
2026-08-06 00:01:23.155 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'ema' (EMACrossoverStrategy)
2026-08-06 00:01:23.156 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'mean_reversion' (MeanReversionStrategy)
2026-08-06 00:01:23.157 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'orb' (ORBStrategy)
2026-08-06 00:01:23.158 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'rsi' (RSIPullbackStrategy)
2026-08-06 00:01:23.158 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'supertrend' (SupertrendStrategy)
2026-08-06 00:01:23.160 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwapreversal' (VWAPReversalStrategy)
2026-08-06 00:01:23.161 | INFO     | app.strategies.registry:register:53 - Registered strategy plugin: 'vwap' (VWAPStrategy)
2026-08-06 00:01:23.162 | INFO     | app.paper.live_engine:recover_session:365 - Recovered live paper session state: STOPPED
